Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11
luexLXPm7t5goOncs0viVibID5pvXr9hiy90Bk07yWoJPUbOeCAmljpeXNCQdT4J,NKQ1HVv849hpxsSrx38uXiBCjtM85ICZWE6+DufwKfqi8BfgSsOgCrfxJbL/ifry,g1LHYIBgYXqgk7dxq5nwKMAJKC8KmG/f579KCd4T3w499tJXjjTr9KhV39MfVwc5SP6iwhvuyIqKzYceG7rYXg==,0,2591400,54.9511679457603,1.75654746901943,3.18529688514609,Interactive,2,8
Hw4AH3j8IEmr0PyodyY3WgS2gm+ahUV33wthSwXwHR/FLlujanXkwawbSj3mT+YV,i2F7pR7qTkFGe8OhBJgHjJhzAMO33+C91h54T9BueyGBMaPw4vaXW2Rsp9Q6wexx,sizv2SLpLBHpyz3CfQG6/CoVEz1izlPhLUGC2YskQ1/UPKgs8zOtX/Rzw2JEC7IAScStpufaM9k2e4TC/EGPUA==,0,2591400,73.6666877753612,0.908754482054994,17.7601643313351,Interactive,8,32
yvAk5B17sC93KbttCd3MRB9l7UqPyJA5OZIL9Kg30JK5Ia5jO1+H8615wEVI1YY4,wK3HZ7Sda+ljDTUaYpmiqDJfaE5ezwXiSUMRL3WMvS7Q6gBl58nTAVnTX7uB4kbu,UVr0gbS9in1ooMlsuuiSyLrdbUC/QsvwzEmtsXb6txFE8CQfaMKvuI/6JKuWCOvm24nQcXCMR+JCditoVbqixQ==,0,2591400,98.7849677005854,24.7051108991558,98.0098051095348,Interactive,4,32
n0SGTJSAAwdN7+vuXOozB+JMRikcSm1ktQMwT53jIa1qcEZENkEwTS9e9My8+3Zs,BtXspoIcHQVE7nID99Ab+CPFIfFlPzczT1+3A2vK9XqqwjwgiTnfkjMMrMxDA9xb,cMQRJUY7dM0sqBk6/+PHmvS6M+7E5Aj+2dMlkShguPqUpeI6ENSYTUf4qYZazJxHwJYhbd6ZY4y+F50L0rIGJA==,0,2591400,51.4856104984967,2.88414347574438,4.40503305644183,Interactive,2,8
hABMQMbfzs081AkjLXHO6UaW/t8vK6uF5YFAz3jyq2EkdvIlE5tYE3Y6FUke2May,ivfKIWo8w886VxSvh4LPLB4FqO+gYrr5Bkr8O3nIqa04+XXcD3zinvpb3VKzcEMr,KbKSC9jSrtIfMAphQWA6ndAyc1RFwIrgfJP9fQxN7AQvZsa3hLOhXhwEw1WxH9TH8qe7gSQbhzb+MkW4FfyPgQ==,0,2591400,85.3879283267142,1.98374649383061,6.11708089601608,Interactive,2,4
YJfyVW98EOIv6pz+IyPHgdibnDOoztqn6ZKhKoo6SNgD0jnlKno48RFBLU0jlc2k,Rt+M19Ut8F8MqEvMkEkhn26bU+VTQimfsv1Y7eA0XO0+Bci3Ir5VWhTvDK1jInNA,dtlkA25gb/j9c1xucOslgK1UcEe27zaY5dAd2gvTg9hjr3p64qghcuQ9MIT8HW2lbgXeNb7+m2isCdhRV0EiMQ==,0,2591400,92.7379218028309,7.99133088198171,37.0909858752304,Interactive,2,4
frJf+OeVqqYUOPjWNsI6Q7Ai5IkuNL/1XEgBYKg43tQ932wJaK9Y/+bOGNH2WW6x,rUpFd1sYGb2xbNEkUwYgQtiuxeLyVoeGdkWUfYJj/+nURGuN4QCJ/R9NyVzts8cT,nBugvPJfCoBku0Lwuu6fuaXx2tJeT29/Hld2sPlbKBw8+Q3gYegi12NaA+lEzdD/G0xejZiRihThVPH8xmSwXA==,0,2591400,96.8518818447308,18.6502071966091,73.009178980786,Interactive,2,4
sgwY+7sjGwb1z8zIJyaEcsOLwafH3h6E0CF8KfVIWi5HUEylG6aho1YW+g3ksSOc,5IYRMMEGgSKMau0ToOSdPSE2QFCNkqMIV0ZVglq2X586xfEWXwzZsdLJFuqwBeSe,j4g6dlm2/pOYc29PN3lHWkHFMv5xLZHvshqADr7ZvUcN0VAgB1g9001ptdauj2S7E9auahyinpDaAlGdYg3I6g==,0,2591400,95.3408018408311,3.9940843927541,10.4559944878467,Interactive,2,2
QAnXnk8AymkCRkLxp3H/rZMbR7BBfEoSlLJH6ILC8SvlEXKFF4VWGCUSUykclpAw,Yx7gY2MNho7XLWQlCEALrOVjcjtNwqCILu75UPv4XZKf3eBmsxO4eawjVGvimN5H,9e+x923q8Lpd7BO1b4RVozZFgjdMRmgYlwAuyiPd+BTz0u9ShcYniEYhmCB+Q7RIj71y770xbIsRF5gf0HCkvw==,0,2591400,99.2957000086729,21.557673256483,97.1015902476841,Interactive,2,4
Fx1w2y1b2UCJDFjaNLU8+i7APCkJoyGfgl1AVe4S/cjlZYefkaQ40/pkeYigX02B,1RYryZYTWPECM0sVWFX39zBToltLUuTzX8WvuYuRZfdbvf0avJkrQtGlZ8Ek11uI,Iow+CBZpNJCfyFZ/FAXgBZO55o4JgPsCsKS0/0W59Wcezsx5/ZXCjyh2aCOT+FbDMLANymmv+AqY6VKed7iPHw==,0,2591400,90.9440473075192,3.34016070674669,51.7691481901984,Interactive,8,32
