disk_uid,disk_capacity,disk_attr,disk_type,user_type,vm_cpu,vm_memory
d065292b-e27e-428d-9990-5880fb3f1010,10,1,0,0,2,4
d5ebccd7-45fa-419f-b99e-676cf176ade5,10,1,0,0,2,4
ffafe89b-2a3e-4cc4-a327-a2212aafb5c1,10,1,0,0,2,4
0911e20b-b7a5-48ad-81a2-3521e55db03e,10,1,0,0,2,4
83f734b5-c853-4329-b2ba-8a573ce1991c,10,1,0,0,2,4
b582fb42-256f-4ca7-a306-506a46a33ac4,10,1,0,0,1,1
9ec2a8b5-05c3-4b57-9bc7-536155e0be10,10,1,0,0,2,4
e9baaccd-3f49-490c-85a9-736b57483ecb,10,1,0,0,1,1
ca20d137-6c83-423b-8ddf-2625232bc0b2,100,1,0,1,64,128
c94098d8-c464-4396-af24-87e7a701d377,100,1,0,1,32,64
fb18256c-f17c-4997-b4a4-6956d8407931,10,1,0,0,1,1
d3a22a2f-8c9b-4b63-8bda-17badf7e25a1,10,1,0,0,1,1
7c3c44f3-b803-4d1d-930f-02f0ccc1e56b,10,1,0,0,1,1
87baa3e8-9f8f-40b4-9087-f42d7a763fde,10,1,0,0,1,1
00581c4c-e5a3-4668-b99f-4f804e6b6478,10,1,0,0,1,1
